question_id,module_id,topic_id,concept_tag,question_family,question_text,n_options,answer_option_issue_count,answer_option_issues,duplicate_option_text,correct_choice_id_not_in_options,z_score_outside_module_5_or_review,placeholder_or_internal_wording,visual_required,visual_template_id,reviewed_status
cumulative_review_cumulative_mix_030,cumulative_review,final_review,statistical_vs_practical_significance,cumulative_mix,Cumulative review: A treatment lowers average wait time by 2 seconds with p < 0.001. What else should be considered?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_031,cumulative_review,final_review,probability_rules,cumulative_mix,"Cumulative review: If P(A or B) = P(A) + P(B), what must be true? (Cumulative Review) [variant 3]",4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_032,cumulative_review,final_review,p_value_interpretation,cumulative_mix,Cumulative review: A small p-value means what? (Cumulative Review) [variant 3],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_033,cumulative_review,final_review,z_score_interpretation,cumulative_mix,Cumulative review: A z-score of -1.5 means what? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_034,cumulative_review,final_review,variable_classification,cumulative_mix,Cumulative review: A survey records whether each student lives on campus or off campus. (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_035,cumulative_review,final_review,sampling_bias,cumulative_mix,Cumulative review: A radio host asks listeners to call in with opinions. What is the main problem? (Cumulative Review) [variant 3],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_036,cumulative_review,final_review,sampling_bias,cumulative_mix,Cumulative review: A radio host asks listeners to call in with opinions. What is the main problem? (Cumulative Review) [variant 4],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_037,cumulative_review,final_review,resistant_measures,cumulative_mix,Cumulative review: A city income distribution has a few billionaire households. Which center better describes a typical household? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_038,cumulative_review,final_review,p_value_interpretation,cumulative_mix,Cumulative review: A small p-value means what? (Cumulative Review) [variant 4],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_039,cumulative_review,final_review,parameter_statistic,cumulative_mix,Cumulative review: A poll reports p-hat = 0.54 from 800 sampled voters. What is p-hat? (Cumulative Review) [variant 4],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_040,cumulative_review,final_review,confidence_level,cumulative_mix,Cumulative review: What does 95% confidence describe? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_041,cumulative_review,final_review,resistant_measures,cumulative_mix,Cumulative review: A city income distribution has a few billionaire households. Which center better describes a typical household? (Cumulative Review) [variant 3],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_042,cumulative_review,final_review,causation_lurking,cumulative_mix,Cumulative review: Students with more tutoring hours have higher grades. What caution is needed? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_043,cumulative_review,final_review,z_score_interpretation,cumulative_mix,Cumulative review: A z-score of -1.5 means what? (Cumulative Review) [variant 3],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_044,cumulative_review,final_review,probability_rules,cumulative_mix,"Cumulative review: If P(A or B) = P(A) + P(B), what must be true? (Cumulative Review) [variant 4]",4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_045,cumulative_review,final_review,sampling_bias,cumulative_mix,Cumulative review: A radio host asks listeners to call in with opinions. What is the main problem? (Cumulative Review) [variant 5],4,0,,False,False,False,False,False,,audited
module_2_topup_001,module_2,relationships_regression,regression_slope,regression,A housing study predicts price from square footage. What does the regression slope describe?,4,0,,False,False,False,False,False,,audited
module_2_topup_002,module_2,relationships_regression,residuals,residuals,"A model predicts a commute time of 22 minutes, but the actual commute is 30 minutes. What is the residual?",4,0,,False,False,False,False,False,,audited
module_2_topup_003,module_2,relationships_regression,association_causation,causation,A study finds students who eat breakfast score higher on exams. What is the safest conclusion from an observational association?,4,0,,False,False,False,False,False,,audited
module_2_topup_004,module_2,relationships_regression,association_strength,correlation,A sociology project compares hours of social media use and sleep time. Which value of r would show the strongest negative linear association?,4,0,,False,False,False,False,False,,audited
module_2_topup_005,module_2,relationships_regression,residuals,residuals,"A model predicts a commute time of 22 minutes, but the actual commute is 30 minutes. What is the residual? Focus on the wording in this version.",4,0,,False,False,False,False,False,,audited
module_2_topup_006,module_2,relationships_regression,residuals,residuals,"A model predicts a commute time of 22 minutes, but the actual commute is 30 minutes. What is the residual? Use this as another short practice setting 6.",4,0,,False,False,False,False,False,,audited
module_2_topup_007,module_2,relationships_regression,association_strength,correlation,A sociology project compares hours of social media use and sleep time. Which value of r would show the strongest negative linear association? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_2_topup_008,module_2,relationships_regression,association_causation,causation,A study finds students who eat breakfast score higher on exams. What is the safest conclusion from an observational association? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_2_topup_009,module_2,relationships_regression,association_strength,correlation,A sociology project compares hours of social media use and sleep time. Which value of r would show the strongest negative linear association? Use this as another short practice setting 9.,4,0,,False,False,False,False,False,,audited
module_2_topup_010,module_2,relationships_regression,association_strength,correlation,A sociology project compares hours of social media use and sleep time. Which value of r would show the strongest negative linear association? Use this as another short practice setting 10.,4,0,,False,False,False,False,False,,audited
module_2_topup_011,module_2,relationships_regression,association_causation,causation,A study finds students who eat breakfast score higher on exams. What is the safest conclusion from an observational association? Use this as another short practice setting 11.,4,0,,False,False,False,False,False,,audited
module_3_topup_012,module_3,producing_data,sampling_bias,sampling,A campus survey is sent only to students in one honors class. What is the main concern?,4,0,,False,False,False,False,False,,audited
module_3_topup_013,module_3,producing_data,sampling_bias,sampling,A campus survey is sent only to students in one honors class. What is the main concern? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_3_topup_014,module_3,producing_data,control_group,experiments,A study compares a new study app against a standard practice app. Why include the standard-practice group?,4,0,,False,False,False,False,False,,audited
module_3_topup_015,module_3,producing_data,sampling_bias,sampling,A campus survey is sent only to students in one honors class. What is the main concern? Use this as another short practice setting 15.,4,0,,False,False,False,False,False,,audited
module_3_topup_016,module_3,producing_data,control_group,experiments,A study compares a new study app against a standard practice app. Why include the standard-practice group? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_3_topup_017,module_3,producing_data,sampling_bias,sampling,A campus survey is sent only to students in one honors class. What is the main concern? Use this as another short practice setting 17.,4,0,,False,False,False,False,False,,audited
module_3_topup_018,module_3,producing_data,observational_vs_experiment,study_design,Researchers watch what commuters already do and record their travel times. What type of study is this?,4,0,,False,False,False,False,False,,audited
module_3_topup_019,module_3,producing_data,observational_vs_experiment,study_design,Researchers watch what commuters already do and record their travel times. What type of study is this? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_3_topup_020,module_3,producing_data,sampling_bias,sampling,A campus survey is sent only to students in one honors class. What is the main concern? Use this as another short practice setting 20.,4,0,,False,False,False,False,False,,audited
module_3_topup_021,module_3,producing_data,observational_vs_experiment,study_design,Researchers watch what commuters already do and record their travel times. What type of study is this? Use this as another short practice setting 21.,4,0,,False,False,False,False,False,,audited
module_3_topup_022,module_3,producing_data,observational_vs_experiment,study_design,Researchers watch what commuters already do and record their travel times. What type of study is this? Use this as another short practice setting 22.,4,0,,False,False,False,False,False,,audited
module_3_topup_023,module_3,producing_data,observational_vs_experiment,study_design,Researchers watch what commuters already do and record their travel times. What type of study is this? Use this as another short practice setting 23.,4,0,,False,False,False,False,False,,audited
module_3_topup_024,module_3,producing_data,random_assignment,experiments,A clinical trial uses a coin flip to assign each patient to treatment or control. What principle is being used?,4,0,,False,False,False,False,False,,audited
module_4_topup_025,module_4,probability_basics,random_variable,probability,A game records the number of questions answered correctly out of five. What kind of object is this count?,4,0,,False,False,False,False,False,,audited
module_4_topup_026,module_4,probability_basics,independence,probability,Two fair coin flips are modeled as independent. What does independence mean here?,4,0,,False,False,False,False,False,,audited
module_4_topup_027,module_4,probability_basics,complement_rule,probability,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing?,4,0,,False,False,False,False,False,,audited
module_4_topup_028,module_4,probability_basics,complement_rule,probability,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_4_topup_029,module_4,probability_basics,independence,probability,Two fair coin flips are modeled as independent. What does independence mean here? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_4_topup_030,module_4,probability_basics,probability_rules,probability,A probability model assigns probability 0.15 to an event. Which statement must be true?,4,0,,False,False,False,False,False,,audited
module_4_topup_031,module_4,probability_basics,complement_rule,probability,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 31.,4,0,,False,False,False,False,False,,audited
module_4_topup_032,module_4,probability_basics,independence,probability,Two fair coin flips are modeled as independent. What does independence mean here? Use this as another short practice setting 32.,4,0,,False,False,False,False,False,,audited
module_4_topup_033,module_4,probability_basics,random_variable,probability,A game records the number of questions answered correctly out of five. What kind of object is this count? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_4_topup_034,module_4,probability_basics,probability_rules,probability,A probability model assigns probability 0.15 to an event. Which statement must be true? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_4_topup_035,module_4,probability_basics,random_variable,probability,A game records the number of questions answered correctly out of five. What kind of object is this count? Use this as another short practice setting 35.,4,0,,False,False,False,False,False,,audited
module_4_topup_036,module_4,probability_basics,complement_rule,probability,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 36.,4,0,,False,False,False,False,False,,audited
module_4_topup_037,module_4,probability_basics,complement_rule,probability,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 37.,4,0,,False,False,False,False,False,,audited
module_4_topup_038,module_4,probability_basics,random_variable,probability,A game records the number of questions answered correctly out of five. What kind of object is this count? Use this as another short practice setting 38.,4,0,,False,False,False,False,False,,audited
module_4_topup_039,module_4,probability_basics,complement_rule,probability,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 39.,4,0,,False,False,False,False,False,,audited
module_4_topup_040,module_4,probability_basics,independence,probability,Two fair coin flips are modeled as independent. What does independence mean here? Use this as another short practice setting 40.,4,0,,False,False,False,False,False,,audited
module_5_topup_041,module_5,normal_dist,z_score_interpretation,normal,A student's standardized exam score is z = 1.2. What does this say about the score?,4,0,,False,False,False,False,False,,audited
module_5_topup_042,module_5,binomial_dist,binomial_probability,binomial,A binomial problem asks for exactly 4 successes in 10 trials. Which quantity is being found?,4,0,,False,False,False,False,False,,audited
module_5_topup_043,module_5,normal_dist,normal_probability,normal,A Normal curve question asks for the percent of observations above a cutoff. What geometric quantity gives the answer?,4,0,,False,False,False,False,False,,audited
module_5_topup_044,module_5,normal_dist,normal_probability,normal,A Normal curve question asks for the percent of observations above a cutoff. What geometric quantity gives the answer? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_5_topup_045,module_5,binomial_dist,binomial_probability,binomial,A binomial problem asks for exactly 4 successes in 10 trials. Which quantity is being found? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_5_topup_046,module_5,binomial_dist,binomial_setting,binomial,A student guesses on 10 independent true-false questions with the same chance of correct on each. Which model is appropriate for the number correct?,4,0,,False,False,False,False,False,,audited
module_5_topup_047,module_5,normal_dist,normal_probability,normal,A Normal curve question asks for the percent of observations above a cutoff. What geometric quantity gives the answer? Use this as another short practice setting 47.,4,0,,False,False,False,False,False,,audited
module_5_topup_048,module_5,binomial_dist,binomial_probability,binomial,A binomial problem asks for exactly 4 successes in 10 trials. Which quantity is being found? Use this as another short practice setting 48.,4,0,,False,False,False,False,False,,audited
module_5_topup_049,module_5,binomial_dist,binomial_setting,binomial,A student guesses on 10 independent true-false questions with the same chance of correct on each. Which model is appropriate for the number correct? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_5_topup_050,module_5,binomial_dist,binomial_setting,binomial,A student guesses on 10 independent true-false questions with the same chance of correct on each. Which model is appropriate for the number correct? Use this as another short practice setting 50.,4,0,,False,False,False,False,False,,audited
module_5_topup_051,module_5,normal_dist,normal_probability,normal,A Normal curve question asks for the percent of observations above a cutoff. What geometric quantity gives the answer? Use this as another short practice setting 51.,4,0,,False,False,False,False,False,,audited
module_6_topup_052,module_6,sampling_dist,standard_error,sampling,A simulation records the sample proportion from thousands of random samples. What describes the spread of those sample proportions?,4,0,,False,False,False,False,False,,audited
module_6_topup_053,module_6,sampling_dist,central_limit_theorem,sampling,A skewed population is sampled with a large n and sample means are plotted. Which theorem helps explain why the sample means look roughly Normal?,4,0,,False,False,False,False,False,,audited
module_6_topup_054,module_6,sampling_dist,parameter_statistic,sampling,A researcher wants the average commute time for all students at a university. What is that unknown average?,4,0,,False,False,False,False,False,,audited
module_6_topup_055,module_6,sampling_dist,sampling_variability,sampling,Two random samples from the same population give different sample means. What explains this difference?,4,0,,False,False,False,False,False,,audited
module_6_topup_056,module_6,sampling_dist,central_limit_theorem,sampling,A skewed population is sampled with a large n and sample means are plotted. Which theorem helps explain why the sample means look roughly Normal? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_6_topup_057,module_6,sampling_dist,central_limit_theorem,sampling,A skewed population is sampled with a large n and sample means are plotted. Which theorem helps explain why the sample means look roughly Normal? Use this as another short practice setting 57.,4,0,,False,False,False,False,False,,audited
module_6_topup_058,module_6,sampling_dist,central_limit_theorem,sampling,A skewed population is sampled with a large n and sample means are plotted. Which theorem helps explain why the sample means look roughly Normal? Use this as another short practice setting 58.,4,0,,False,False,False,False,False,,audited
module_6_topup_059,module_6,sampling_dist,parameter_statistic,sampling,A researcher wants the average commute time for all students at a university. What is that unknown average? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_6_topup_060,module_6,sampling_dist,parameter_statistic,sampling,A researcher wants the average commute time for all students at a university. What is that unknown average? Use this as another short practice setting 60.,4,0,,False,False,False,False,False,,audited
module_6_topup_061,module_6,sampling_dist,standard_error,sampling,A simulation records the sample proportion from thousands of random samples. What describes the spread of those sample proportions? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_6_topup_062,module_6,sampling_dist,parameter_statistic,sampling,A researcher wants the average commute time for all students at a university. What is that unknown average? Use this as another short practice setting 62.,4,0,,False,False,False,False,False,,audited
module_6_topup_063,module_6,sampling_dist,central_limit_theorem,sampling,A skewed population is sampled with a large n and sample means are plotted. Which theorem helps explain why the sample means look roughly Normal? Use this as another short practice setting 63.,4,0,,False,False,False,False,False,,audited
module_6_topup_064,module_6,sampling_dist,standard_error,sampling,A simulation records the sample proportion from thousands of random samples. What describes the spread of those sample proportions? Use this as another short practice setting 64.,4,0,,False,False,False,False,False,,audited
module_6_topup_065,module_6,sampling_dist,sampling_variability,sampling,Two random samples from the same population give different sample means. What explains this difference? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_6_topup_066,module_6,sampling_dist,sampling_variability,sampling,Two random samples from the same population give different sample means. What explains this difference? Use this as another short practice setting 66.,4,0,,False,False,False,False,False,,audited
module_6_topup_067,module_6,sampling_dist,central_limit_theorem,sampling,A skewed population is sampled with a large n and sample means are plotted. Which theorem helps explain why the sample means look roughly Normal? Use this as another short practice setting 67.,4,0,,False,False,False,False,False,,audited
module_6_topup_068,module_6,sampling_dist,sampling_variability,sampling,Two random samples from the same population give different sample means. What explains this difference? Use this as another short practice setting 68.,4,0,,False,False,False,False,False,,audited
module_7_topup_069,module_7,ci_mean,conditions_for_intervals,confidence,A t interval is planned for a mean from a very small sample with strong skew. What should be checked carefully?,4,0,,False,False,False,False,False,,audited
module_7_topup_070,module_7,ci_prop,ci_interpretation,confidence,A poll reports 58% ± 4% support for a policy. What is 4%?,4,0,,False,False,False,False,False,,audited
module_7_topup_071,module_7,ci_mean,ci_interpretation,confidence,A study reports a 95% confidence interval for mean sleep time. What parameter is being estimated?,4,0,,False,False,False,False,False,,audited
module_7_topup_072,module_7,ci_prop,confidence_level,confidence,A method is called 95% confident. What does 95% describe?,4,0,,False,False,False,False,False,,audited
module_7_topup_073,module_7,ci_prop,ci_interpretation,confidence,A poll reports 58% ± 4% support for a policy. What is 4%? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_7_topup_074,module_7,ci_prop,ci_interpretation,confidence,A poll reports 58% ± 4% support for a policy. What is 4%? Use this as another short practice setting 74.,4,0,,False,False,False,False,False,,audited
module_7_topup_075,module_7,ci_prop,ci_interpretation,confidence,A poll reports 58% ± 4% support for a policy. What is 4%? Use this as another short practice setting 75.,4,0,,False,False,False,False,False,,audited
module_7_topup_076,module_7,ci_prop,ci_interpretation,confidence,A poll reports 58% ± 4% support for a policy. What is 4%? Use this as another short practice setting 76.,4,0,,False,False,False,False,False,,audited
module_7_topup_077,module_7,ci_mean,ci_interpretation,confidence,A study reports a 95% confidence interval for mean sleep time. What parameter is being estimated? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_7_topup_078,module_7,ci_mean,conditions_for_intervals,confidence,A t interval is planned for a mean from a very small sample with strong skew. What should be checked carefully? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_7_topup_079,module_7,ci_mean,ci_interpretation,confidence,A study reports a 95% confidence interval for mean sleep time. What parameter is being estimated? Use this as another short practice setting 79.,4,0,,False,False,False,False,False,,audited
module_7_topup_080,module_7,ci_mean,conditions_for_intervals,confidence,A t interval is planned for a mean from a very small sample with strong skew. What should be checked carefully? Use this as another short practice setting 80.,4,0,,False,False,False,False,False,,audited
module_7_topup_081,module_7,ci_prop,confidence_level,confidence,A method is called 95% confident. What does 95% describe? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_7_topup_082,module_7,ci_mean,conditions_for_intervals,confidence,A t interval is planned for a mean from a very small sample with strong skew. What should be checked carefully? Use this as another short practice setting 82.,4,0,,False,False,False,False,False,,audited
module_7_topup_083,module_7,ci_prop,confidence_level,confidence,A method is called 95% confident. What does 95% describe? Use this as another short practice setting 83.,4,0,,False,False,False,False,False,,audited
module_7_topup_084,module_7,ci_prop,confidence_level,confidence,A method is called 95% confident. What does 95% describe? Use this as another short practice setting 84.,4,0,,False,False,False,False,False,,audited
module_8_topup_085,module_8,ht_foundations,p_value_interpretation,testing,A test gives p-value = 0.01. What does this p-value measure?,4,0,,False,False,False,False,False,,audited
module_8_topup_086,module_8,ht_mean,one_sample_t_test,testing,A study tests whether average sleep differs from 7 hours. What parameter is being tested?,4,0,,False,False,False,False,False,,audited
module_8_topup_087,module_8,ht_foundations,null_alternative,testing,"A company claims the mean wait time is 5 minutes. In a significance test, where does this claimed value usually appear?",4,0,,False,False,False,False,False,,audited
module_8_topup_088,module_8,ht_foundations,p_value_interpretation,testing,A test gives p-value = 0.01. What does this p-value measure? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_8_topup_089,module_8,ht_mean,one_sample_t_test,testing,A study tests whether average sleep differs from 7 hours. What parameter is being tested? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_8_topup_090,module_8,ht_foundations,null_alternative,testing,"A company claims the mean wait time is 5 minutes. In a significance test, where does this claimed value usually appear? Focus on the wording in this version.",4,0,,False,False,False,False,False,,audited
module_8_topup_091,module_8,ht_prop,one_proportion_test,testing,A poll tests whether more than 50% of students support a policy. What parameter is being tested?,4,0,,False,False,False,False,False,,audited
module_8_topup_092,module_8,ht_foundations,p_value_interpretation,testing,A test gives p-value = 0.01. What does this p-value measure? Use this as another short practice setting 92.,4,0,,False,False,False,False,False,,audited
module_8_topup_093,module_8,ht_foundations,p_value_interpretation,testing,A test gives p-value = 0.01. What does this p-value measure? Use this as another short practice setting 93.,4,0,,False,False,False,False,False,,audited
module_8_topup_094,module_8,ht_mean,one_sample_t_test,testing,A study tests whether average sleep differs from 7 hours. What parameter is being tested? Use this as another short practice setting 94.,4,0,,False,False,False,False,False,,audited
module_8_topup_095,module_8,ht_foundations,null_alternative,testing,"A company claims the mean wait time is 5 minutes. In a significance test, where does this claimed value usually appear? Use this as another short practice setting 95.",4,0,,False,False,False,False,False,,audited
module_8_topup_096,module_8,ht_foundations,p_value_interpretation,testing,A test gives p-value = 0.01. What does this p-value measure? Use this as another short practice setting 96.,4,0,,False,False,False,False,False,,audited
module_8_topup_097,module_8,ht_foundations,p_value_interpretation,testing,A test gives p-value = 0.01. What does this p-value measure? Use this as another short practice setting 97.,4,0,,False,False,False,False,False,,audited
module_8_topup_098,module_8,ht_foundations,null_alternative,testing,"A company claims the mean wait time is 5 minutes. In a significance test, where does this claimed value usually appear? Use this as another short practice setting 98.",4,0,,False,False,False,False,False,,audited
module_8_topup_099,module_8,ht_mean,one_sample_t_test,testing,A study tests whether average sleep differs from 7 hours. What parameter is being tested? Use this as another short practice setting 99.,4,0,,False,False,False,False,False,,audited
module_9_topup_100,module_9,uses_abuses_tests,statistical_vs_practical_significance,cautions,A huge survey finds a statistically significant difference of 0.1 minutes. What question should come next?,4,0,,False,False,False,False,False,,audited
module_9_topup_101,module_9,uses_abuses_tests,conclusion_language,cautions,A test fails to reject H0. Which wording is most appropriate?,4,0,,False,False,False,False,False,,audited
module_9_topup_102,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing?,4,0,,False,False,False,False,False,,audited
module_9_topup_103,module_9,uses_abuses_tests,statistical_vs_practical_significance,cautions,A huge survey finds a statistically significant difference of 0.1 minutes. What question should come next? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_9_topup_104,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_9_topup_105,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing? Use this as another short practice setting 105.,4,0,,False,False,False,False,False,,audited
module_9_topup_106,module_9,uses_abuses_tests,conditions,cautions,A report skips the randomization and independence checks before inference. What is the concern?,4,0,,False,False,False,False,False,,audited
module_9_topup_107,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing? Use this as another short practice setting 107.,4,0,,False,False,False,False,False,,audited
module_9_topup_108,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing? Use this as another short practice setting 108.,4,0,,False,False,False,False,False,,audited
module_9_topup_109,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing? Use this as another short practice setting 109.,4,0,,False,False,False,False,False,,audited
module_9_topup_110,module_9,uses_abuses_tests,conclusion_language,cautions,A test fails to reject H0. Which wording is most appropriate? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_9_topup_111,module_9,uses_abuses_tests,conclusion_language,cautions,A test fails to reject H0. Which wording is most appropriate? Use this as another short practice setting 111.,4,0,,False,False,False,False,False,,audited
module_9_topup_112,module_9,uses_abuses_tests,conditions,cautions,A report skips the randomization and independence checks before inference. What is the concern? Focus on the wording in this version.,4,0,,False,False,False,False,False,,audited
module_9_topup_113,module_9,uses_abuses_tests,statistical_vs_practical_significance,cautions,A huge survey finds a statistically significant difference of 0.1 minutes. What question should come next? Use this as another short practice setting 113.,4,0,,False,False,False,False,False,,audited
module_9_topup_114,module_9,uses_abuses_tests,data_context,cautions,A conclusion reports only “p = 0.04” with no context. What is missing? Use this as another short practice setting 114.,4,0,,False,False,False,False,False,,audited
module_9_topup_115,module_9,uses_abuses_tests,conclusion_language,cautions,A test fails to reject H0. Which wording is most appropriate? Use this as another short practice setting 115.,4,0,,False,False,False,False,False,,audited
