question_id,module_id,topic_id,concept_tag,n_options,correct_choice_id,correct_option_text,duplicate_option_text,duplicate_option_id,correct_choice_id_not_in_options,correct_answer_text_not_in_options,issue_count,issues,option_texts
module_8_decision_rule_audit_046,module_8,ht_foundations,decision_rule,4,c,Reject H0,FALSE,FALSE,FALSE,FALSE,0,,Ignore the sample | Prove H0 true | Reject H0 | Use a pie chart
module_8_errors_audit_047,module_8,ht_foundations,type_i_error,4,b,Rejecting a true null hypothesis,FALSE,FALSE,FALSE,FALSE,0,,Using a histogram | Rejecting a true null hypothesis | Choosing a larger sample | Failing to reject a false null
module_8_mean_test_audit_048,module_8,ht_mean,one_sample_t_test,4,c,Population mean,FALSE,FALSE,FALSE,FALSE,0,,Population proportion | Bar chart category | Population mean | Correlation only
module_8_proportion_test_audit_049,module_8,ht_prop,one_proportion_test,4,c,Population proportion,FALSE,FALSE,FALSE,FALSE,0,,Population mean | Standard deviation only | Population proportion | Regression slope
module_9_inference_cautions_audit_050,module_9,uses_abuses_tests,practical_significance,4,c,Practical importance,FALSE,FALSE,FALSE,FALSE,0,,Only whether p is small | Whether the median exists | Practical importance | Whether the graph has colors
module_9_inference_cautions_audit_051,module_9,uses_abuses_tests,fail_to_reject,4,a,Failing to reject is not proof that H0 is true,FALSE,FALSE,FALSE,FALSE,0,,Failing to reject is not proof that H0 is true | Because p-values are always zero | Because graphs are forbidden | Because samples never vary
module_9_inference_cautions_audit_052,module_9,uses_abuses_tests,conditions,4,c,To judge whether the method is trustworthy,FALSE,FALSE,FALSE,FALSE,0,,To guarantee the answer is correct | To avoid describing context | To judge whether the method is trustworthy | To make p bigger
module_9_statistical_thinking_audit_053,module_9,uses_abuses_tests,causation_caution,4,b,Lurking variables may explain the association,FALSE,FALSE,FALSE,FALSE,0,,Correlation is impossible | Lurking variables may explain the association | The sample mean is always zero | All variables are categorical
module_9_inference_cautions_audit_054,module_9,uses_abuses_tests,multiple_testing,4,a,It increases the chance of false positives,FALSE,FALSE,FALSE,FALSE,0,,It increases the chance of false positives | It removes sampling variability | It makes all p-values larger than 1 | It proves causation
module_9_statistical_thinking_audit_055,module_9,uses_abuses_tests,generalization,4,c,How the data were produced,FALSE,FALSE,FALSE,FALSE,0,,Only the graph title | Only the p-value | How the data were produced | Whether the mean is larger than median
cumulative_review_cumulative_mix_001,cumulative_review,final_review,variable_classification,4,a,Categorical,FALSE,FALSE,FALSE,FALSE,0,,Categorical | Parameter | Quantitative | Statistic
cumulative_review_cumulative_mix_002,cumulative_review,final_review,resistant_measures,4,a,Median,FALSE,FALSE,FALSE,FALSE,0,,Median | Standard deviation | Mean | Range
cumulative_review_cumulative_mix_003,cumulative_review,final_review,probability_rules,4,c,A and B are disjoint,FALSE,FALSE,FALSE,FALSE,0,,A is a parameter | A causes B | A and B are disjoint | A and B are independent
cumulative_review_cumulative_mix_004,cumulative_review,final_review,binomial_setting,4,c,Number of successes in a fixed number of independent trials,FALSE,FALSE,FALSE,FALSE,0,,The slope of a regression line | The mean of a quantitative distribution | Number of successes in a fixed number of independent trials | The margin of error
cumulative_review_cumulative_mix_005,cumulative_review,final_review,parameter_statistic,4,a,A sample statistic,FALSE,FALSE,FALSE,FALSE,0,,A sample statistic | A null hypothesis | An outlier | A population parameter
cumulative_review_cumulative_mix_006,cumulative_review,final_review,binomial_setting,4,c,Number of successes in a fixed number of independent trials,FALSE,FALSE,FALSE,FALSE,0,,The mean of a quantitative distribution | The slope of a regression line | Number of successes in a fixed number of independent trials | The margin of error
cumulative_review_cumulative_mix_007,cumulative_review,final_review,sampling_bias,4,c,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Double blinding | Random assignment | Voluntary response bias | Matched pairs
cumulative_review_cumulative_mix_008,cumulative_review,final_review,p_value_interpretation,4,a,The observed result would be unusual if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The observed result would be unusual if H0 were true | H0 has high probability of being true | The sample size is too small | The alternative is proven
cumulative_review_cumulative_mix_009,cumulative_review,final_review,confidence_level,4,c,Long-run performance of the interval method,FALSE,FALSE,FALSE,FALSE,0,,The p-value | Probability the sample statistic is random after observing it | Long-run performance of the interval method | Probability this exact interval changes
cumulative_review_cumulative_mix_010,cumulative_review,final_review,binomial_setting,4,a,Number of successes in a fixed number of independent trials,FALSE,FALSE,FALSE,FALSE,0,,Number of successes in a fixed number of independent trials | The margin of error | The slope of a regression line | The mean of a quantitative distribution
cumulative_review_cumulative_mix_011,cumulative_review,final_review,parameter_statistic,4,a,A sample statistic,FALSE,FALSE,FALSE,FALSE,0,,A sample statistic | A null hypothesis | A population parameter | An outlier
cumulative_review_cumulative_mix_012,cumulative_review,final_review,binomial_setting,4,d,Number of successes in a fixed number of independent trials,FALSE,FALSE,FALSE,FALSE,0,,The slope of a regression line | The margin of error | The mean of a quantitative distribution | Number of successes in a fixed number of independent trials
cumulative_review_cumulative_mix_013,cumulative_review,final_review,sampling_bias,4,a,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Voluntary response bias | Matched pairs | Double blinding | Random assignment
cumulative_review_cumulative_mix_014,cumulative_review,final_review,p_value_interpretation,4,c,The observed result would be unusual if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The alternative is proven | H0 has high probability of being true | The observed result would be unusual if H0 were true | The sample size is too small
cumulative_review_cumulative_mix_015,cumulative_review,final_review,variable_classification,4,d,Categorical,FALSE,FALSE,FALSE,FALSE,0,,Statistic | Quantitative | Parameter | Categorical
cumulative_review_cumulative_mix_016,cumulative_review,final_review,resistant_measures,4,a,Median,FALSE,FALSE,FALSE,FALSE,0,,Median | Range | Mean | Standard deviation
cumulative_review_cumulative_mix_017,cumulative_review,final_review,parameter_statistic,4,b,A sample statistic,FALSE,FALSE,FALSE,FALSE,0,,A population parameter | A sample statistic | A null hypothesis | An outlier
cumulative_review_cumulative_mix_018,cumulative_review,final_review,binomial_setting,4,d,Number of successes in a fixed number of independent trials,FALSE,FALSE,FALSE,FALSE,0,,The mean of a quantitative distribution | The slope of a regression line | The margin of error | Number of successes in a fixed number of independent trials
cumulative_review_cumulative_mix_019,cumulative_review,final_review,p_value_interpretation,4,d,The observed result would be unusual if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,H0 has high probability of being true | The alternative is proven | The sample size is too small | The observed result would be unusual if H0 were true
cumulative_review_cumulative_mix_020,cumulative_review,final_review,causation_lurking,4,b,Association does not prove tutoring caused the grades,FALSE,FALSE,FALSE,FALSE,0,,Tutoring hours are categorical | Association does not prove tutoring caused the grades | Regression is impossible | The correlation must be zero
cumulative_review_cumulative_mix_021,cumulative_review,final_review,confidence_level,4,d,Long-run performance of the interval method,FALSE,FALSE,FALSE,FALSE,0,,The p-value | Probability the sample statistic is random after observing it | Probability this exact interval changes | Long-run performance of the interval method
cumulative_review_cumulative_mix_022,cumulative_review,final_review,sampling_bias,4,d,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Double blinding | Matched pairs | Random assignment | Voluntary response bias
cumulative_review_cumulative_mix_023,cumulative_review,final_review,probability_rules,4,d,A and B are disjoint,FALSE,FALSE,FALSE,FALSE,0,,A causes B | A and B are independent | A is a parameter | A and B are disjoint
cumulative_review_cumulative_mix_024,cumulative_review,final_review,binomial_setting,4,d,Number of successes in a fixed number of independent trials,FALSE,FALSE,FALSE,FALSE,0,,The slope of a regression line | The margin of error | The mean of a quantitative distribution | Number of successes in a fixed number of independent trials
cumulative_review_cumulative_mix_025,cumulative_review,final_review,probability_rules,4,b,A and B are disjoint,FALSE,FALSE,FALSE,FALSE,0,,A is a parameter | A and B are disjoint | A and B are independent | A causes B
cumulative_review_cumulative_mix_026,cumulative_review,final_review,z_score_interpretation,4,d,The value is 1.5 standard deviations below the mean,FALSE,FALSE,FALSE,FALSE,0,,The value is 1.5 units above the mean | The p-value is 1.5 | The sample size is 1.5 | The value is 1.5 standard deviations below the mean
cumulative_review_cumulative_mix_027,cumulative_review,final_review,z_score_interpretation,4,a,The value is 1.5 standard deviations below the mean,FALSE,FALSE,FALSE,FALSE,0,,The value is 1.5 standard deviations below the mean | The value is 1.5 units above the mean | The p-value is 1.5 | The sample size is 1.5
cumulative_review_cumulative_mix_028,cumulative_review,final_review,parameter_statistic,4,c,A sample statistic,FALSE,FALSE,FALSE,FALSE,0,,A null hypothesis | An outlier | A sample statistic | A population parameter
cumulative_review_cumulative_mix_029,cumulative_review,final_review,causation_lurking,4,c,Association does not prove tutoring caused the grades,FALSE,FALSE,FALSE,FALSE,0,,Tutoring hours are categorical | Regression is impossible | Association does not prove tutoring caused the grades | The correlation must be zero
cumulative_review_cumulative_mix_030,cumulative_review,final_review,statistical_vs_practical_significance,4,a,Whether the effect is practically important,FALSE,FALSE,FALSE,FALSE,0,,Whether the effect is practically important | Whether p is greater than 1 | Whether the graph is categorical | Whether alpha is the sample mean
cumulative_review_cumulative_mix_031,cumulative_review,final_review,probability_rules,4,b,A and B are disjoint,FALSE,FALSE,FALSE,FALSE,0,,A and B are independent | A and B are disjoint | A causes B | A is a parameter
cumulative_review_cumulative_mix_032,cumulative_review,final_review,p_value_interpretation,4,d,The observed result would be unusual if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,H0 has high probability of being true | The alternative is proven | The sample size is too small | The observed result would be unusual if H0 were true
cumulative_review_cumulative_mix_033,cumulative_review,final_review,z_score_interpretation,4,b,The value is 1.5 standard deviations below the mean,FALSE,FALSE,FALSE,FALSE,0,,The sample size is 1.5 | The value is 1.5 standard deviations below the mean | The value is 1.5 units above the mean | The p-value is 1.5
cumulative_review_cumulative_mix_034,cumulative_review,final_review,variable_classification,4,c,Categorical,FALSE,FALSE,FALSE,FALSE,0,,Statistic | Quantitative | Categorical | Parameter
cumulative_review_cumulative_mix_035,cumulative_review,final_review,sampling_bias,4,b,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Double blinding | Voluntary response bias | Matched pairs | Random assignment
cumulative_review_cumulative_mix_036,cumulative_review,final_review,sampling_bias,4,a,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Voluntary response bias | Random assignment | Double blinding | Matched pairs
cumulative_review_cumulative_mix_037,cumulative_review,final_review,resistant_measures,4,a,Median,FALSE,FALSE,FALSE,FALSE,0,,Median | Mean | Standard deviation | Range
cumulative_review_cumulative_mix_038,cumulative_review,final_review,p_value_interpretation,4,d,The observed result would be unusual if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The alternative is proven | H0 has high probability of being true | The sample size is too small | The observed result would be unusual if H0 were true
cumulative_review_cumulative_mix_039,cumulative_review,final_review,parameter_statistic,4,b,A sample statistic,FALSE,FALSE,FALSE,FALSE,0,,An outlier | A sample statistic | A population parameter | A null hypothesis
cumulative_review_cumulative_mix_040,cumulative_review,final_review,confidence_level,4,c,Long-run performance of the interval method,FALSE,FALSE,FALSE,FALSE,0,,Probability this exact interval changes | Probability the sample statistic is random after observing it | Long-run performance of the interval method | The p-value
cumulative_review_cumulative_mix_041,cumulative_review,final_review,resistant_measures,4,b,Median,FALSE,FALSE,FALSE,FALSE,0,,Mean | Median | Standard deviation | Range
cumulative_review_cumulative_mix_042,cumulative_review,final_review,causation_lurking,4,c,Association does not prove tutoring caused the grades,FALSE,FALSE,FALSE,FALSE,0,,Regression is impossible | Tutoring hours are categorical | Association does not prove tutoring caused the grades | The correlation must be zero
cumulative_review_cumulative_mix_043,cumulative_review,final_review,z_score_interpretation,4,d,The value is 1.5 standard deviations below the mean,FALSE,FALSE,FALSE,FALSE,0,,The p-value is 1.5 | The value is 1.5 units above the mean | The sample size is 1.5 | The value is 1.5 standard deviations below the mean
cumulative_review_cumulative_mix_044,cumulative_review,final_review,probability_rules,4,d,A and B are disjoint,FALSE,FALSE,FALSE,FALSE,0,,A and B are independent | A causes B | A is a parameter | A and B are disjoint
cumulative_review_cumulative_mix_045,cumulative_review,final_review,sampling_bias,4,c,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Matched pairs | Double blinding | Voluntary response bias | Random assignment
module_2_topup_001,module_2,relationships_regression,regression_slope,4,a,Predicted change in price for one additional square foot,FALSE,FALSE,FALSE,FALSE,0,,Predicted change in price for one additional square foot | The correlation squared | The average square footage | Proof that size causes price
module_2_topup_002,module_2,relationships_regression,residuals,4,b,8 minutes,FALSE,FALSE,FALSE,FALSE,0,,-8 minutes | 8 minutes | 30 minutes | 22 minutes
module_2_topup_003,module_2,relationships_regression,association_causation,4,a,"Breakfast is associated with scores, but causation is not proven",FALSE,FALSE,FALSE,FALSE,0,,"Breakfast is associated with scores, but causation is not proven | Breakfast must cause higher scores | The variables are unrelated | The sample size is zero"
module_2_topup_004,module_2,relationships_regression,association_strength,4,d,r = -0.92,FALSE,FALSE,FALSE,FALSE,0,,r = -0.10 | r = 0.88 | r = 0.30 | r = -0.92
module_2_topup_005,module_2,relationships_regression,residuals,4,d,8 minutes,FALSE,FALSE,FALSE,FALSE,0,,-8 minutes | 30 minutes | 22 minutes | 8 minutes
module_2_topup_006,module_2,relationships_regression,residuals,4,a,8 minutes,FALSE,FALSE,FALSE,FALSE,0,,8 minutes | -8 minutes | 30 minutes | 22 minutes
module_2_topup_007,module_2,relationships_regression,association_strength,4,b,r = -0.92,FALSE,FALSE,FALSE,FALSE,0,,r = 0.30 | r = -0.92 | r = 0.88 | r = -0.10
module_2_topup_008,module_2,relationships_regression,association_causation,4,d,"Breakfast is associated with scores, but causation is not proven",FALSE,FALSE,FALSE,FALSE,0,,"The variables are unrelated | The sample size is zero | Breakfast must cause higher scores | Breakfast is associated with scores, but causation is not proven"
module_2_topup_009,module_2,relationships_regression,association_strength,4,a,r = -0.92,FALSE,FALSE,FALSE,FALSE,0,,r = -0.92 | r = -0.10 | r = 0.88 | r = 0.30
module_2_topup_010,module_2,relationships_regression,association_strength,4,c,r = -0.92,FALSE,FALSE,FALSE,FALSE,0,,r = -0.10 | r = 0.30 | r = -0.92 | r = 0.88
module_2_topup_011,module_2,relationships_regression,association_causation,4,c,"Breakfast is associated with scores, but causation is not proven",FALSE,FALSE,FALSE,FALSE,0,,"The sample size is zero | Breakfast must cause higher scores | Breakfast is associated with scores, but causation is not proven | The variables are unrelated"
module_3_topup_012,module_3,producing_data,sampling_bias,4,c,The sample may not represent the population,FALSE,FALSE,FALSE,FALSE,0,,The response variable is Normal | The sample is automatically random | The sample may not represent the population | There is no variable
module_3_topup_013,module_3,producing_data,sampling_bias,4,a,The sample may not represent the population,FALSE,FALSE,FALSE,FALSE,0,,The sample may not represent the population | The sample is automatically random | The response variable is Normal | There is no variable
module_3_topup_014,module_3,producing_data,control_group,4,c,It provides a comparison group,FALSE,FALSE,FALSE,FALSE,0,,It guarantees a census | It removes all variation | It provides a comparison group | It makes the result automatically significant
module_3_topup_015,module_3,producing_data,sampling_bias,4,d,The sample may not represent the population,FALSE,FALSE,FALSE,FALSE,0,,The response variable is Normal | The sample is automatically random | There is no variable | The sample may not represent the population
module_3_topup_016,module_3,producing_data,control_group,4,c,It provides a comparison group,FALSE,FALSE,FALSE,FALSE,0,,It makes the result automatically significant | It guarantees a census | It provides a comparison group | It removes all variation
module_3_topup_017,module_3,producing_data,sampling_bias,4,b,The sample may not represent the population,FALSE,FALSE,FALSE,FALSE,0,,The response variable is Normal | The sample may not represent the population | The sample is automatically random | There is no variable
module_3_topup_018,module_3,producing_data,observational_vs_experiment,4,a,Observational study,FALSE,FALSE,FALSE,FALSE,0,,Observational study | Matched pairs experiment | Randomized experiment | Double-blind trial
module_3_topup_019,module_3,producing_data,observational_vs_experiment,4,a,Observational study,FALSE,FALSE,FALSE,FALSE,0,,Observational study | Randomized experiment | Double-blind trial | Matched pairs experiment
module_3_topup_020,module_3,producing_data,sampling_bias,4,d,The sample may not represent the population,FALSE,FALSE,FALSE,FALSE,0,,There is no variable | The response variable is Normal | The sample is automatically random | The sample may not represent the population
module_3_topup_021,module_3,producing_data,observational_vs_experiment,4,a,Observational study,FALSE,FALSE,FALSE,FALSE,0,,Observational study | Double-blind trial | Matched pairs experiment | Randomized experiment
module_3_topup_022,module_3,producing_data,observational_vs_experiment,4,c,Observational study,FALSE,FALSE,FALSE,FALSE,0,,Matched pairs experiment | Randomized experiment | Observational study | Double-blind trial
module_3_topup_023,module_3,producing_data,observational_vs_experiment,4,a,Observational study,FALSE,FALSE,FALSE,FALSE,0,,Observational study | Randomized experiment | Double-blind trial | Matched pairs experiment
module_3_topup_024,module_3,producing_data,random_assignment,4,b,Random assignment,FALSE,FALSE,FALSE,FALSE,0,,Convenience sampling | Random assignment | Extrapolation | Voluntary response
module_4_topup_025,module_4,probability_basics,random_variable,4,a,Random variable,FALSE,FALSE,FALSE,FALSE,0,,Random variable | Pie chart | Confidence interval | Lurking variable
module_4_topup_026,module_4,probability_basics,independence,4,b,The first flip does not change the probability for the second flip,FALSE,FALSE,FALSE,FALSE,0,,The flips cannot both be heads | The first flip does not change the probability for the second flip | The probabilities must add to 1 | The outcome is a parameter
module_4_topup_027,module_4,probability_basics,complement_rule,4,c,0.20,FALSE,FALSE,FALSE,FALSE,0,,1.20 | 0.80 | 0.20 | 0
module_4_topup_028,module_4,probability_basics,complement_rule,4,b,0.20,FALSE,FALSE,FALSE,FALSE,0,,0.80 | 0.20 | 1.20 | 0
module_4_topup_029,module_4,probability_basics,independence,4,d,The first flip does not change the probability for the second flip,FALSE,FALSE,FALSE,FALSE,0,,The outcome is a parameter | The flips cannot both be heads | The probabilities must add to 1 | The first flip does not change the probability for the second flip
module_4_topup_030,module_4,probability_basics,probability_rules,4,a,The probability is between 0 and 1,FALSE,FALSE,FALSE,FALSE,0,,The probability is between 0 and 1 | The event is impossible | The event is certain | The variable is categorical
module_4_topup_031,module_4,probability_basics,complement_rule,4,d,0.20,FALSE,FALSE,FALSE,FALSE,0,,1.20 | 0.80 | 0 | 0.20
module_4_topup_032,module_4,probability_basics,independence,4,a,The first flip does not change the probability for the second flip,FALSE,FALSE,FALSE,FALSE,0,,The first flip does not change the probability for the second flip | The probabilities must add to 1 | The outcome is a parameter | The flips cannot both be heads
module_4_topup_033,module_4,probability_basics,random_variable,4,b,Random variable,FALSE,FALSE,FALSE,FALSE,0,,Confidence interval | Random variable | Pie chart | Lurking variable
module_4_topup_034,module_4,probability_basics,probability_rules,4,b,The probability is between 0 and 1,FALSE,FALSE,FALSE,FALSE,0,,The event is certain | The probability is between 0 and 1 | The event is impossible | The variable is categorical
module_4_topup_035,module_4,probability_basics,random_variable,4,d,Random variable,FALSE,FALSE,FALSE,FALSE,0,,Pie chart | Confidence interval | Lurking variable | Random variable
module_4_topup_036,module_4,probability_basics,complement_rule,4,b,0.20,FALSE,FALSE,FALSE,FALSE,0,,0 | 0.20 | 1.20 | 0.80
module_4_topup_037,module_4,probability_basics,complement_rule,4,a,0.20,FALSE,FALSE,FALSE,FALSE,0,,0.20 | 0 | 1.20 | 0.80
module_4_topup_038,module_4,probability_basics,random_variable,4,a,Random variable,FALSE,FALSE,FALSE,FALSE,0,,Random variable | Lurking variable | Pie chart | Confidence interval
module_4_topup_039,module_4,probability_basics,complement_rule,4,c,0.20,FALSE,FALSE,FALSE,FALSE,0,,0 | 0.80 | 0.20 | 1.20
module_4_topup_040,module_4,probability_basics,independence,4,b,The first flip does not change the probability for the second flip,FALSE,FALSE,FALSE,FALSE,0,,The flips cannot both be heads | The first flip does not change the probability for the second flip | The probabilities must add to 1 | The outcome is a parameter
module_5_topup_041,module_5,normal_dist,z_score_interpretation,4,a,It is 1.2 standard deviations above the mean,FALSE,FALSE,FALSE,FALSE,0,,It is 1.2 standard deviations above the mean | It is a p-value | It is 1.2 points below the mean | It is the sample size
module_5_topup_042,module_5,binomial_dist,binomial_probability,4,a,A binomial probability,FALSE,FALSE,FALSE,FALSE,0,,A binomial probability | A confidence level | A regression residual | A z-score position
module_5_topup_043,module_5,normal_dist,normal_probability,4,c,Area under the curve,FALSE,FALSE,FALSE,FALSE,0,,Number of categories | Height of one bar only | Area under the curve | Slope of a line
module_5_topup_044,module_5,normal_dist,normal_probability,4,a,Area under the curve,FALSE,FALSE,FALSE,FALSE,0,,Area under the curve | Height of one bar only | Number of categories | Slope of a line
module_5_topup_045,module_5,binomial_dist,binomial_probability,4,d,A binomial probability,FALSE,FALSE,FALSE,FALSE,0,,A z-score position | A confidence level | A regression residual | A binomial probability
module_5_topup_046,module_5,binomial_dist,binomial_setting,4,d,Binomial distribution,FALSE,FALSE,FALSE,FALSE,0,,Two-way table | Normal distribution only | Regression line | Binomial distribution
module_5_topup_047,module_5,normal_dist,normal_probability,4,a,Area under the curve,FALSE,FALSE,FALSE,FALSE,0,,Area under the curve | Height of one bar only | Slope of a line | Number of categories
module_5_topup_048,module_5,binomial_dist,binomial_probability,4,c,A binomial probability,FALSE,FALSE,FALSE,FALSE,0,,A regression residual | A confidence level | A binomial probability | A z-score position
module_5_topup_049,module_5,binomial_dist,binomial_setting,4,a,Binomial distribution,FALSE,FALSE,FALSE,FALSE,0,,Binomial distribution | Normal distribution only | Two-way table | Regression line
module_5_topup_050,module_5,binomial_dist,binomial_setting,4,b,Binomial distribution,FALSE,FALSE,FALSE,FALSE,0,,Two-way table | Binomial distribution | Normal distribution only | Regression line
module_5_topup_051,module_5,normal_dist,normal_probability,4,d,Area under the curve,FALSE,FALSE,FALSE,FALSE,0,,Number of categories | Height of one bar only | Slope of a line | Area under the curve
module_6_topup_052,module_6,sampling_dist,standard_error,4,c,Standard error,FALSE,FALSE,FALSE,FALSE,0,,Bar label | Median of raw data | Standard error | Population size only
module_6_topup_053,module_6,sampling_dist,central_limit_theorem,4,a,Central limit theorem,FALSE,FALSE,FALSE,FALSE,0,,Central limit theorem | Law of small numbers | Complement rule | Pie chart rule
module_6_topup_054,module_6,sampling_dist,parameter_statistic,4,c,Parameter,FALSE,FALSE,FALSE,FALSE,0,,Sample | Statistic | Parameter | Residual
module_6_topup_055,module_6,sampling_dist,sampling_variability,4,a,Sampling variability,FALSE,FALSE,FALSE,FALSE,0,,Sampling variability | Voluntary response bias always | Correlation is impossible | The null hypothesis is proven
module_6_topup_056,module_6,sampling_dist,central_limit_theorem,4,b,Central limit theorem,FALSE,FALSE,FALSE,FALSE,0,,Complement rule | Central limit theorem | Law of small numbers | Pie chart rule
module_6_topup_057,module_6,sampling_dist,central_limit_theorem,4,d,Central limit theorem,FALSE,FALSE,FALSE,FALSE,0,,Law of small numbers | Complement rule | Pie chart rule | Central limit theorem
module_6_topup_058,module_6,sampling_dist,central_limit_theorem,4,c,Central limit theorem,FALSE,FALSE,FALSE,FALSE,0,,Complement rule | Pie chart rule | Central limit theorem | Law of small numbers
module_6_topup_059,module_6,sampling_dist,parameter_statistic,4,a,Parameter,FALSE,FALSE,FALSE,FALSE,0,,Parameter | Residual | Statistic | Sample
module_6_topup_060,module_6,sampling_dist,parameter_statistic,4,b,Parameter,FALSE,FALSE,FALSE,FALSE,0,,Statistic | Parameter | Residual | Sample
module_6_topup_061,module_6,sampling_dist,standard_error,4,c,Standard error,FALSE,FALSE,FALSE,FALSE,0,,Bar label | Median of raw data | Standard error | Population size only
module_6_topup_062,module_6,sampling_dist,parameter_statistic,4,d,Parameter,FALSE,FALSE,FALSE,FALSE,0,,Residual | Sample | Statistic | Parameter
module_6_topup_063,module_6,sampling_dist,central_limit_theorem,4,b,Central limit theorem,FALSE,FALSE,FALSE,FALSE,0,,Law of small numbers | Central limit theorem | Pie chart rule | Complement rule
module_6_topup_064,module_6,sampling_dist,standard_error,4,c,Standard error,FALSE,FALSE,FALSE,FALSE,0,,Population size only | Bar label | Standard error | Median of raw data
module_6_topup_065,module_6,sampling_dist,sampling_variability,4,a,Sampling variability,FALSE,FALSE,FALSE,FALSE,0,,Sampling variability | Correlation is impossible | Voluntary response bias always | The null hypothesis is proven
module_6_topup_066,module_6,sampling_dist,sampling_variability,4,b,Sampling variability,FALSE,FALSE,FALSE,FALSE,0,,Voluntary response bias always | Sampling variability | Correlation is impossible | The null hypothesis is proven
module_6_topup_067,module_6,sampling_dist,central_limit_theorem,4,c,Central limit theorem,FALSE,FALSE,FALSE,FALSE,0,,Law of small numbers | Pie chart rule | Central limit theorem | Complement rule
module_6_topup_068,module_6,sampling_dist,sampling_variability,4,c,Sampling variability,FALSE,FALSE,FALSE,FALSE,0,,Correlation is impossible | The null hypothesis is proven | Sampling variability | Voluntary response bias always
module_7_topup_069,module_7,ci_mean,conditions_for_intervals,4,b,Conditions for using the t procedure,FALSE,FALSE,FALSE,FALSE,0,,Whether the variable is categorical | Conditions for using the t procedure | Whether r is positive | Whether alpha is 1
module_7_topup_070,module_7,ci_prop,ci_interpretation,4,a,Margin of error,FALSE,FALSE,FALSE,FALSE,0,,Margin of error | Sample size | Null hypothesis | Confidence level
module_7_topup_071,module_7,ci_mean,ci_interpretation,4,b,Population mean sleep time,FALSE,FALSE,FALSE,FALSE,0,,Sample mean only | Population mean sleep time | Correlation | p-value
module_7_topup_072,module_7,ci_prop,confidence_level,4,b,The long-run capture rate of the method,FALSE,FALSE,FALSE,FALSE,0,,The probability the sample proportion is true | The long-run capture rate of the method | The p-value | The chance the interval is centered at zero
module_7_topup_073,module_7,ci_prop,ci_interpretation,4,c,Margin of error,FALSE,FALSE,FALSE,FALSE,0,,Null hypothesis | Confidence level | Margin of error | Sample size
module_7_topup_074,module_7,ci_prop,ci_interpretation,4,d,Margin of error,FALSE,FALSE,FALSE,FALSE,0,,Confidence level | Null hypothesis | Sample size | Margin of error
module_7_topup_075,module_7,ci_prop,ci_interpretation,4,a,Margin of error,FALSE,FALSE,FALSE,FALSE,0,,Margin of error | Confidence level | Null hypothesis | Sample size
module_7_topup_076,module_7,ci_prop,ci_interpretation,4,d,Margin of error,FALSE,FALSE,FALSE,FALSE,0,,Confidence level | Sample size | Null hypothesis | Margin of error
module_7_topup_077,module_7,ci_mean,ci_interpretation,4,a,Population mean sleep time,FALSE,FALSE,FALSE,FALSE,0,,Population mean sleep time | Sample mean only | p-value | Correlation
module_7_topup_078,module_7,ci_mean,conditions_for_intervals,4,c,Conditions for using the t procedure,FALSE,FALSE,FALSE,FALSE,0,,Whether alpha is 1 | Whether r is positive | Conditions for using the t procedure | Whether the variable is categorical
module_7_topup_079,module_7,ci_mean,ci_interpretation,4,b,Population mean sleep time,FALSE,FALSE,FALSE,FALSE,0,,p-value | Population mean sleep time | Correlation | Sample mean only
module_7_topup_080,module_7,ci_mean,conditions_for_intervals,4,c,Conditions for using the t procedure,FALSE,FALSE,FALSE,FALSE,0,,Whether the variable is categorical | Whether alpha is 1 | Conditions for using the t procedure | Whether r is positive
module_7_topup_081,module_7,ci_prop,confidence_level,4,a,The long-run capture rate of the method,FALSE,FALSE,FALSE,FALSE,0,,The long-run capture rate of the method | The p-value | The chance the interval is centered at zero | The probability the sample proportion is true
module_7_topup_082,module_7,ci_mean,conditions_for_intervals,4,c,Conditions for using the t procedure,FALSE,FALSE,FALSE,FALSE,0,,Whether alpha is 1 | Whether the variable is categorical | Conditions for using the t procedure | Whether r is positive
module_7_topup_083,module_7,ci_prop,confidence_level,4,b,The long-run capture rate of the method,FALSE,FALSE,FALSE,FALSE,0,,The p-value | The long-run capture rate of the method | The probability the sample proportion is true | The chance the interval is centered at zero
module_7_topup_084,module_7,ci_prop,confidence_level,4,b,The long-run capture rate of the method,FALSE,FALSE,FALSE,FALSE,0,,The probability the sample proportion is true | The long-run capture rate of the method | The chance the interval is centered at zero | The p-value
module_8_topup_085,module_8,ht_foundations,p_value_interpretation,4,c,How unusual the sample result would be if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The confidence level | The sample size | How unusual the sample result would be if H0 were true | The probability H0 is true
