question_id,module_id,module_label,topic_id,topic_label,concept_tag,difficulty,format,question_text,choices,correct_choice_id,correct_answer,accepted_answers,hint,explanation,source_basis,review_status,generated_by,question_family,answer_type,grading_rule,hint_1,hint_2,hint_3,concept_explanation,solution_explanation,misconception_notes,visual_id,visual_ids,visual_template_id,visual_params,visual_position,visual_required,tutor_visual_ids,generation_method,evidence_used,safe_for_demo,created_at,reviewed_status
module_3_topup_018,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,observational_vs_experiment,core,multiple_choice,Researchers watch what commuters already do and record their travel times. What type of study is this?,"[{""id"": ""a"", ""text"": ""Observational study""}, {""id"": ""b"", ""text"": ""Matched pairs experiment""}, {""id"": ""c"", ""text"": ""Randomized experiment""}, {""id"": ""d"", ""text"": ""Double-blind trial""}]",a,Observational study,,Identify the statistical role named by the setting before choosing.,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,study_design,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias.","Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_3_topup_019,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,observational_vs_experiment,core,multiple_choice,Researchers watch what commuters already do and record their travel times. What type of study is this? Focus on the wording in this version.,"[{""id"": ""a"", ""text"": ""Observational study""}, {""id"": ""b"", ""text"": ""Randomized experiment""}, {""id"": ""c"", ""text"": ""Double-blind trial""}, {""id"": ""d"", ""text"": ""Matched pairs experiment""}]",a,Observational study,,Identify the statistical role named by the setting before choosing.,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,study_design,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias.","Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_3_topup_020,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,sampling_bias,core,multiple_choice,A campus survey is sent only to students in one honors class. What is the main concern? Use this as another short practice setting 20.,"[{""id"": ""a"", ""text"": ""There is no variable""}, {""id"": ""b"", ""text"": ""The response variable is Normal""}, {""id"": ""c"", ""text"": ""The sample is automatically random""}, {""id"": ""d"", ""text"": ""The sample may not represent the population""}]",d,The sample may not represent the population,,Identify the statistical role named by the setting before choosing.,"Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **The sample may not represent the population** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,sampling,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample.","Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **The sample may not represent the population** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_3_topup_021,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,observational_vs_experiment,core,multiple_choice,Researchers watch what commuters already do and record their travel times. What type of study is this? Use this as another short practice setting 21.,"[{""id"": ""a"", ""text"": ""Observational study""}, {""id"": ""b"", ""text"": ""Double-blind trial""}, {""id"": ""c"", ""text"": ""Matched pairs experiment""}, {""id"": ""d"", ""text"": ""Randomized experiment""}]",a,Observational study,,Identify the statistical role named by the setting before choosing.,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,study_design,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias.","Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_3_topup_022,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,observational_vs_experiment,core,multiple_choice,Researchers watch what commuters already do and record their travel times. What type of study is this? Use this as another short practice setting 22.,"[{""id"": ""a"", ""text"": ""Matched pairs experiment""}, {""id"": ""b"", ""text"": ""Randomized experiment""}, {""id"": ""c"", ""text"": ""Observational study""}, {""id"": ""d"", ""text"": ""Double-blind trial""}]",c,Observational study,,Identify the statistical role named by the setting before choosing.,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,study_design,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias.","Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_3_topup_023,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,observational_vs_experiment,core,multiple_choice,Researchers watch what commuters already do and record their travel times. What type of study is this? Use this as another short practice setting 23.,"[{""id"": ""a"", ""text"": ""Observational study""}, {""id"": ""b"", ""text"": ""Randomized experiment""}, {""id"": ""c"", ""text"": ""Double-blind trial""}, {""id"": ""d"", ""text"": ""Matched pairs experiment""}]",a,Observational study,,Identify the statistical role named by the setting before choosing.,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,study_design,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias.","Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Observational study** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_3_topup_024,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,random_assignment,core,multiple_choice,A clinical trial uses a coin flip to assign each patient to treatment or control. What principle is being used?,"[{""id"": ""a"", ""text"": ""Convenience sampling""}, {""id"": ""b"", ""text"": ""Random assignment""}, {""id"": ""c"", ""text"": ""Extrapolation""}, {""id"": ""d"", ""text"": ""Voluntary response""}]",b,Random assignment,,Identify the statistical role named by the setting before choosing.,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Random assignment** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,experiments,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias.","Experiment questions focus on treatment assignment and comparison. Random assignment helps create comparable treatment groups, control groups give a baseline, and blinding or placebos help separate treatment effects from expectations or measurement bias. In this item, **Random assignment** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 8-9,True,2026-05-09,audited
module_4_topup_025,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,random_variable,core,multiple_choice,A game records the number of questions answered correctly out of five. What kind of object is this count?,"[{""id"": ""a"", ""text"": ""Random variable""}, {""id"": ""b"", ""text"": ""Pie chart""}, {""id"": ""c"", ""text"": ""Confidence interval""}, {""id"": ""d"", ""text"": ""Lurking variable""}]",a,Random variable,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **Random variable** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **Random variable** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_026,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,independence,core,multiple_choice,Two fair coin flips are modeled as independent. What does independence mean here?,"[{""id"": ""a"", ""text"": ""The flips cannot both be heads""}, {""id"": ""b"", ""text"": ""The first flip does not change the probability for the second flip""}, {""id"": ""c"", ""text"": ""The probabilities must add to 1""}, {""id"": ""d"", ""text"": ""The outcome is a parameter""}]",b,The first flip does not change the probability for the second flip,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The first flip does not change the probability for the second flip** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The first flip does not change the probability for the second flip** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_027,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,complement_rule,core,multiple_choice,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing?,"[{""id"": ""a"", ""text"": ""1.20""}, {""id"": ""b"", ""text"": ""0.80""}, {""id"": ""c"", ""text"": ""0.20""}, {""id"": ""d"", ""text"": ""0""}]",c,0.20,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_028,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,complement_rule,core,multiple_choice,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Focus on the wording in this version.,"[{""id"": ""a"", ""text"": ""0.80""}, {""id"": ""b"", ""text"": ""0.20""}, {""id"": ""c"", ""text"": ""1.20""}, {""id"": ""d"", ""text"": ""0""}]",b,0.20,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_029,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,independence,core,multiple_choice,Two fair coin flips are modeled as independent. What does independence mean here? Focus on the wording in this version.,"[{""id"": ""a"", ""text"": ""The outcome is a parameter""}, {""id"": ""b"", ""text"": ""The flips cannot both be heads""}, {""id"": ""c"", ""text"": ""The probabilities must add to 1""}, {""id"": ""d"", ""text"": ""The first flip does not change the probability for the second flip""}]",d,The first flip does not change the probability for the second flip,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The first flip does not change the probability for the second flip** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The first flip does not change the probability for the second flip** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_030,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,probability_rules,core,multiple_choice,A probability model assigns probability 0.15 to an event. Which statement must be true?,"[{""id"": ""a"", ""text"": ""The probability is between 0 and 1""}, {""id"": ""b"", ""text"": ""The event is impossible""}, {""id"": ""c"", ""text"": ""The event is certain""}, {""id"": ""d"", ""text"": ""The variable is categorical""}]",a,The probability is between 0 and 1,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The probability is between 0 and 1** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The probability is between 0 and 1** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_031,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,complement_rule,core,multiple_choice,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 31.,"[{""id"": ""a"", ""text"": ""1.20""}, {""id"": ""b"", ""text"": ""0.80""}, {""id"": ""c"", ""text"": ""0""}, {""id"": ""d"", ""text"": ""0.20""}]",d,0.20,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_032,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,independence,core,multiple_choice,Two fair coin flips are modeled as independent. What does independence mean here? Use this as another short practice setting 32.,"[{""id"": ""a"", ""text"": ""The first flip does not change the probability for the second flip""}, {""id"": ""b"", ""text"": ""The probabilities must add to 1""}, {""id"": ""c"", ""text"": ""The outcome is a parameter""}, {""id"": ""d"", ""text"": ""The flips cannot both be heads""}]",a,The first flip does not change the probability for the second flip,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The first flip does not change the probability for the second flip** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The first flip does not change the probability for the second flip** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_033,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,random_variable,core,multiple_choice,A game records the number of questions answered correctly out of five. What kind of object is this count? Focus on the wording in this version.,"[{""id"": ""a"", ""text"": ""Confidence interval""}, {""id"": ""b"", ""text"": ""Random variable""}, {""id"": ""c"", ""text"": ""Pie chart""}, {""id"": ""d"", ""text"": ""Lurking variable""}]",b,Random variable,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **Random variable** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **Random variable** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_034,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,probability_rules,core,multiple_choice,A probability model assigns probability 0.15 to an event. Which statement must be true? Focus on the wording in this version.,"[{""id"": ""a"", ""text"": ""The event is certain""}, {""id"": ""b"", ""text"": ""The probability is between 0 and 1""}, {""id"": ""c"", ""text"": ""The event is impossible""}, {""id"": ""d"", ""text"": ""The variable is categorical""}]",b,The probability is between 0 and 1,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The probability is between 0 and 1** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **The probability is between 0 and 1** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_035,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,random_variable,core,multiple_choice,A game records the number of questions answered correctly out of five. What kind of object is this count? Use this as another short practice setting 35.,"[{""id"": ""a"", ""text"": ""Pie chart""}, {""id"": ""b"", ""text"": ""Confidence interval""}, {""id"": ""c"", ""text"": ""Lurking variable""}, {""id"": ""d"", ""text"": ""Random variable""}]",d,Random variable,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **Random variable** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **Random variable** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_036,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,complement_rule,core,multiple_choice,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 36.,"[{""id"": ""a"", ""text"": ""0""}, {""id"": ""b"", ""text"": ""0.20""}, {""id"": ""c"", ""text"": ""1.20""}, {""id"": ""d"", ""text"": ""0.80""}]",b,0.20,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
module_4_topup_037,module_4,Module 4: Probability Basics,probability_basics,Probability Basics,complement_rule,core,multiple_choice,A free-throw shooter has probability 0.80 of making a shot. What is the probability of missing? Use this as another short practice setting 37.,"[{""id"": ""a"", ""text"": ""0.20""}, {""id"": ""b"", ""text"": ""0""}, {""id"": ""c"", ""text"": ""1.20""}, {""id"": ""d"", ""text"": ""0.80""}]",a,0.20,,Identify the statistical role named by the setting before choosing.,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 10 and 12,audited,chatgpt_deep_audit,probability,multiple_choice,exact_choice,Focus on the phrase that tells you the relevant statistical idea.,"Ask whether this is about data display, study design, probability, sampling variability, confidence intervals, or testing.",,"The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true.","The key is translating the wording into events. Complements use 1 minus the probability of the opposite event, independence means one event does not change the probability of another, and conditional probability restricts attention to cases where a condition is already true. In this item, **0.20** is the best choice because it matches what the question is asking you to identify.",Avoid choosing based on a familiar word alone; match the whole situation to the method or concept.,,,,{},above,False,,deep_audit_topup,BPS6 Chs. 10 and 12,True,2026-05-09,audited
